division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
featherweight,http://boxrec.com/boxer/1198,1996-03-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br><span style=""font-size:10px;"">Gonzalez down once in Round 4.</span></td>",http://boxrec.com/show/6989,http://boxrec.com/boxer/460,KO,"Arena Coliseo, Guadalajara, Jalisco",Luisito Espinosa,Alejandro Gonzalez,W
super welterweight,http://boxrec.com/boxer/573,1996-02-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Middleweight"" border=""0"" class=""dLink"">IBF World super welterweight title</a><br></td>",http://boxrec.com/show/6977,http://boxrec.com/boxer/532,TKO,"Richmond Coliseum, Richmond, Virginia",Terry Norris,Vincent Pettway,W
light flyweight,http://boxrec.com/boxer/4196,1996-02-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/113771,http://boxrec.com/boxer/2155,TKO,"Municipal Stadium, Chachoengsao",Saman Sorjaturong,Antonio Perez,W
flyweight,http://boxrec.com/boxer/4229,1996-02-05,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/6947,http://boxrec.com/boxer/3208,UD,"Osaka-Jo Hall, Osaka, Osaka",Yuri Arbachakov,Raul Juarez,W
super welterweight,http://boxrec.com/boxer/8908,1996-01-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Middleweight"" border=""0"" class=""dLink"">IBF World super welterweight title</a><br></td>",http://boxrec.com/show/6931,http://boxrec.com/boxer/532,TKO,"Veteran's Memorial Coliseum, Phoenix, Arizona",Terry Norris,Jorge Luis Vado,W
light heavyweight,http://boxrec.com/boxer/6405,1996-01-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><span style=""font-size:10px;"">Lucas down in the 3rd round.</span></td>",http://boxrec.com/show/6915,http://boxrec.com/boxer/1689,UD,"Palais des Spectacular, Saint-Etienne, Loire",Fabrice Tiozzo,Eric Lucas,W
super welterweight,http://boxrec.com/boxer/3889,1995-12-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Middleweight"" border=""0"" class=""dLink"">IBF World super welterweight title</a><br></td>",http://boxrec.com/show/6889,http://boxrec.com/boxer/532,UD,"Core States Spectrum, Philadelphia, Pennsylvania",Terry Norris,Paul Vaden,W
featherweight,http://boxrec.com/boxer/503,1995-12-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/6876,http://boxrec.com/boxer/460,UD,"Korakuen Hall, Tokyo",Luisito Espinosa,Manuel Medina,W
bantamweight,http://boxrec.com/boxer/1510,1995-12-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/8970,http://boxrec.com/boxer/4985,TKO,"Kings Hall, Belfast, Northern Ireland",Wayne McCullough,Johnny Bredahl,W
super featherweight,http://boxrec.com/boxer/440,1995-12-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br></td>",http://boxrec.com/show/6848,http://boxrec.com/boxer/1371,TKO,"Fantasy Springs Casino, Indio, California",Gabriel Ruelas,Azumah Nelson,L 
welterweight,http://boxrec.com/boxer/1380,1995-11-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/6824,http://boxrec.com/boxer/555,KO,"Convention Center, Atlantic City, New Jersey",Pernell Whitaker,Jake Rodriguez,W
light flyweight,http://boxrec.com/boxer/3956,1995-11-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Flyweight"" border=""0"" class=""dLink"">IBF World light flyweight title</a><br><span style=""font-size:10px;"">Sorjaturong vacates IBF belt after this bout</span></td>",http://boxrec.com/show/6816,http://boxrec.com/boxer/2155,KO,Ratchaburi,Saman Sorjaturong,Yuichi Hosono,W
super flyweight,http://boxrec.com/boxer/6558,1995-11-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/6803,http://boxrec.com/boxer/1329,TKO,"Kokugikan, Tokyo",Hiroshi Kawashima,Boy Aruan,W
super bantamweight,http://boxrec.com/boxer/1644,1995-11-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/13764,http://boxrec.com/boxer/487,SD,"Great Western Forum, Inglewood, California",Daniel Zaragoza,Hector Acero-Sanchez,W
cruiserweight,http://boxrec.com/boxer/5289,1995-10-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">interim WBC World cruiserweight title</a><br></td>",http://boxrec.com/show/6771,http://boxrec.com/boxer/4174,SD,"Palais Marcel Cerdan, Levallois-Perret, Hauts-de-Seine",Marcelo Fabian Dominguez,Sergey Kobozev,W
flyweight,http://boxrec.com/boxer/4088,1995-09-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/6710,http://boxrec.com/boxer/3208,UD,"Nippon Budokan, Tokyo",Yuri Arbachakov,Chatchai Sasakul,W
featherweight,http://boxrec.com/boxer/1198,1995-09-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/6707,http://boxrec.com/boxer/503,SD,"Convention Center, Sacramento, California",Manuel Medina,Alejandro Gonzalez,W
super lightweight,http://boxrec.com/boxer/3282,1995-09-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br></td>",http://boxrec.com/show/6691,http://boxrec.com/boxer/8119,UD,"Mirage Hotel & Casino, Las Vegas, Nevada",Julio Cesar Chavez,David Kamau,W
super welterweight,http://boxrec.com/boxer/6468,1995-09-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br></td>",http://boxrec.com/show/6691,http://boxrec.com/boxer/532,TKO,"Mirage Hotel & Casino, Las Vegas, Nevada",Terry Norris,David Gonzalez,W
heavyweight,http://boxrec.com/boxer/505,1995-09-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br></td>",http://boxrec.com/show/6667,http://boxrec.com/boxer/451,UD,"Wembley Stadium, Wembley, London",Oliver McCall,Frank Bruno,L 
cruiserweight,http://boxrec.com/boxer/6448,1995-09-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">interim WBC World cruiserweight title</a><br></td>",http://boxrec.com/show/6668,http://boxrec.com/boxer/4174,TKO,"Club Juventud Unida, Gualeguaychú, Entre Rios",Marcelo Fabian Dominguez,Reinaldo Gimenez,W
super middleweight,http://boxrec.com/boxer/4436,1995-09-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/6667,http://boxrec.com/boxer/739,KO,"Wembley Stadium, Wembley, London",Nigel Benn,Daniel Perez,W
welterweight,http://boxrec.com/boxer/1952,1995-08-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/6657,http://boxrec.com/boxer/555,UD,"Convention Hall, Atlantic City, New Jersey",Pernell Whitaker,Gary Jacobs,W
middleweight,http://boxrec.com/boxer/565,1995-08-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br></td>",http://boxrec.com/show/6643,http://boxrec.com/boxer/545,TKO,"MGM Grand, Las Vegas, Nevada",Quincy Taylor,Julian Jackson,W
super welterweight,http://boxrec.com/boxer/1701,1995-08-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br></td>",http://boxrec.com/show/6643,http://boxrec.com/boxer/532,TKO,"MGM Grand, Las Vegas, Nevada",Terry Norris,Luis Santana,W
lightweight,http://boxrec.com/boxer/8258,1995-08-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/6643,http://boxrec.com/boxer/3950,MD,"MGM Grand, Las Vegas, Nevada",Lamar Murphy,Miguel Angel Gonzalez,L 
bantamweight,http://boxrec.com/boxer/6076,1995-07-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/6617,http://boxrec.com/boxer/4985,SD,"Aichi Prefectural Gym, Nagoya, Aichi",Wayne McCullough,Yasuei Yakushiji,W
cruiserweight,http://boxrec.com/boxer/4378,1995-07-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">interim WBC World cruiserweight title</a><br></td>",http://boxrec.com/show/6613,http://boxrec.com/boxer/4174,TKO,"Saint-Jean-de-Luz, Pyrénées-Atlantiques",Marcelo Fabian Dominguez,Akim Tafer,W
super middleweight,http://boxrec.com/boxer/739,1995-07-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/6608,http://boxrec.com/boxer/1529,TKO,"London Arena, Millwall, London",Vincenzo Nardiello,Nigel Benn,L 
light flyweight,http://boxrec.com/boxer/445,1995-07-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Flyweight"" border=""0"" class=""dLink"">IBF World light flyweight title</a><br><span style=""font-size:10px;""><b>1995 Fight of the Year - Ring Magazine</b></span></td>",http://boxrec.com/show/6594,http://boxrec.com/boxer/2155,TKO,"Great Western Forum, Inglewood, California",Saman Sorjaturong,Humberto Gonzalez,W
light heavyweight,http://boxrec.com/boxer/1689,1995-06-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><span style=""font-size:10px;"">McCallum down in the 2nd.</span></td>",http://boxrec.com/show/6535,http://boxrec.com/boxer/566,UD,"Palais des Sports de Gerland, Lyon, Rhône",Mike McCallum,Fabrice Tiozzo,L 
super bantamweight,http://boxrec.com/boxer/487,1995-06-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/6512,http://boxrec.com/boxer/1644,PTS,"Foxwoods Resort, Mashantucket, Connecticut",Hector Acero-Sanchez,Daniel Zaragoza,D
lightweight,http://boxrec.com/boxer/7022,1995-06-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/6512,http://boxrec.com/boxer/8258,UD,"Foxwoods Resort, Mashantucket, Connecticut",Miguel Angel Gonzalez,Marty Jakubowski,W
featherweight,http://boxrec.com/boxer/6322,1995-06-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/6512,http://boxrec.com/boxer/1198,TKO,"Foxwoods Resort, Mashantucket, Connecticut",Alejandro Gonzalez,Tony Green,W
super flyweight,http://boxrec.com/boxer/4800,1995-05-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/175387,http://boxrec.com/boxer/1329,UD,"Bunka Gym, Yokohama, Kanagawa",Hiroshi Kawashima,Seung-Koo Lee,W
super featherweight,http://boxrec.com/boxer/6027,1995-05-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br><span style=""font-size:10px;"">Garcia dies of injuries sustained in this bout on May 19, 1995.</span></td>",http://boxrec.com/show/6456,http://boxrec.com/boxer/1371,TKO,"Caesars Palace, Las Vegas, Nevada",Gabriel Ruelas,Jimmy Garcia,W
lightweight,http://boxrec.com/boxer/3425,1995-04-25,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/6434,http://boxrec.com/boxer/8258,UD,"Convention Center, South Padre Island, Texas",Miguel Angel Gonzalez,Ricardo Daniel Silva,W
heavyweight,http://boxrec.com/boxer/150,1995-04-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br></td>",http://boxrec.com/show/6407,http://boxrec.com/boxer/451,UD,"Caesars Palace, Las Vegas, Nevada",Oliver McCall,Larry Holmes,W
super welterweight,http://boxrec.com/boxer/1701,1995-04-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br><span style=""font-size:10px;"">Norris DQ'd for hitting Santana after the bell to end Round 3 had sounded.</span></td>",http://boxrec.com/show/6407,http://boxrec.com/boxer/532,DQ,"Caesars Palace, Las Vegas, Nevada",Terry Norris,Luis Santana,L 
super lightweight,http://boxrec.com/boxer/8119,1995-04-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br></td>",http://boxrec.com/show/6407,http://boxrec.com/boxer/1594,UD,"Caesars Palace, Las Vegas, Nevada",Giovanni Parisi,Julio Cesar Chavez,L 
bantamweight,http://boxrec.com/boxer/6076,1995-04-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/48913,http://boxrec.com/boxer/3948,MD,"Rainbow Hall, Nagoya, Aichi",Cuauhtemoc Gomez,Yasuei Yakushiji,L 
minimumweight,http://boxrec.com/boxer/4204,1995-04-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/6400,http://boxrec.com/boxer/521,TKO,"Buffalo Bill's Star Arena, Primm, Nevada",Ricardo Lopez,Andy Tabanas,W
featherweight,http://boxrec.com/boxer/1198,1995-03-31,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/6392,http://boxrec.com/boxer/541,UD,"Arrowhead Pond, Anaheim, California",Louie Espinoza,Alejandro Gonzalez,L 
