division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
super flyweight,http://boxrec.com/boxer/8844,1997-11-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/164959,http://boxrec.com/boxer/1782,KO,"Songnam Indoor Gymnasium, Seongnam City",Gerry Penalosa,Young-Joo Cho,W
bantamweight,http://boxrec.com/boxer/2000,1997-11-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/8046,http://boxrec.com/boxer/5745,TKO,"Osaka-Jo Hall, Osaka, Osaka",Sirimongkhon Iamthuam,Joichiro Tatsuyoshi,L 
super featherweight,http://boxrec.com/boxer/25988,1997-11-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br></td>",http://boxrec.com/show/8040,http://boxrec.com/boxer/511,UD,"Olympic Auditorium, Los Angeles, California",Genaro Hernandez,Carlos Hernandez,W
flyweight,http://boxrec.com/boxer/4088,1997-11-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/8025,http://boxrec.com/boxer/3208,UD,"Tsukisamu Green Dome, Sapporo, Hokkaido",Yuri Arbachakov,Chatchai Sasakul,L 
heavyweight,http://boxrec.com/boxer/4345,1997-10-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br></td>",http://boxrec.com/show/7975,http://boxrec.com/boxer/1853,KO,"Caesars Hotel & Casino, Atlantic City, New Jersey",Lennox Lewis,Andrew Golota,W
welterweight,http://boxrec.com/boxer/607,1997-09-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/7953,http://boxrec.com/boxer/8253,UD,"Thomas & Mack Center, Las Vegas, Nevada",Oscar De La Hoya,Hector Camacho,W
lightweight,http://boxrec.com/boxer/7406,1997-09-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/7949,http://boxrec.com/boxer/4968,UD,"Caesars Palace, Las Vegas, Nevada",Stevie Johnston,Saul Duran,W
super middleweight,http://boxrec.com/boxer/2140,1997-09-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/7946,http://boxrec.com/boxer/5000,SD,"Kingsway Leisure Centre, Widnes, Cheshire",Robin Reid,Hacine Cherifi,W
super bantamweight,http://boxrec.com/boxer/487,1997-09-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/7938,http://boxrec.com/boxer/5065,KO,"County Coliseum, El Paso, Texas",Erik Morales,Daniel Zaragoza,W
minimumweight,http://boxrec.com/boxer/4171,1997-08-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Minimumweight"" border=""0"" class=""dLink"">WBO World minimumweight title</a><br><span style=""font-size:10px;"">Sanchez down in Rounds 2 and 5.</span></td>",http://boxrec.com/show/15406,http://boxrec.com/boxer/521,TKO,"Madison Square Garden, New York, New York",Ricardo Lopez,Alex Sanchez,W
cruiserweight,http://boxrec.com/boxer/4378,1997-08-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">WBC World cruiserweight title</a><br></td>",http://boxrec.com/show/7914,http://boxrec.com/boxer/4174,UD,"La Palestre, Le Cannet, Alpes-Maritimes",Marcelo Fabian Dominguez,Akim Tafer,W
light heavyweight,http://boxrec.com/boxer/774820,1997-08-07,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><span style=""font-size:10px;"">Griffin was knocked down.</span></td>",http://boxrec.com/show/7899,http://boxrec.com/boxer/4966,KO,"Foxwoods Resort, Mashantucket, Connecticut",Montell Griffin,Roy Jones Jr,L 
flyweight,http://boxrec.com/boxer/4088,1997-08-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">interim WBC World flyweight title</a><br></td>",http://boxrec.com/show/7896,http://boxrec.com/boxer/4807,RTD,"Prince Palace Hotel, Bangkok",Juan Domingo Cordoba,Chatchai Sasakul,L 
lightweight,http://boxrec.com/boxer/6578,1997-07-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/7888,http://boxrec.com/boxer/4968,SD,"Arena, Yokohama, Kanagawa",Stevie Johnston,Hiroyuki Sakamoto,W
heavyweight,http://boxrec.com/boxer/2011,1997-07-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br></td>",http://boxrec.com/show/7865,http://boxrec.com/boxer/1853,DQ,"Caesars Tahoe, Stateline, Nevada",Lennox Lewis,Henry Akinwande,W
bantamweight,http://boxrec.com/boxer/2026,1997-07-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/7855,http://boxrec.com/boxer/5745,UD,Pattani,Sirimongkhon Iamthuam,Victor Rabanales,W
super featherweight,http://boxrec.com/boxer/3554,1997-06-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br></td>",http://boxrec.com/show/7819,http://boxrec.com/boxer/511,SD,"Alamodome, San Antonio, Texas",Genaro Hernandez,Anatoly Alexandrov,W
welterweight,http://boxrec.com/boxer/8253,1997-06-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/7819,http://boxrec.com/boxer/3282,KO,"Alamodome, San Antonio, Texas",David Kamau,Oscar De La Hoya,L 
super flyweight,http://boxrec.com/boxer/4800,1997-06-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br><span style=""font-size:10px;"">Lee down once in Round 1 and Round 9.</span></td>",http://boxrec.com/show/7820,http://boxrec.com/boxer/1782,KO,"Mactan Air Base Grounds, Lapu-Lapu City, Cebu",Gerry Penalosa,Seung-Koo Lee,W
light flyweight,http://boxrec.com/boxer/6226,1997-05-31,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/7795,http://boxrec.com/boxer/2155,TKO,"Garden Hill Village, Bungsampan , Petchaboon",Saman Sorjaturong,Mzukisi Marali,W
featherweight,http://boxrec.com/boxer/503,1997-05-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br><span style=""font-size:10px;"">Fight stopped due to a cut on Espinosa's right eyebrow caused by an accidental headbutt in Round 8.</span></td>",http://boxrec.com/show/7772,http://boxrec.com/boxer/460,TD,"Luneta Park, Manila, Metro Manila",Luisito Espinosa,Manuel Medina,W
flyweight,http://boxrec.com/boxer/948,1997-05-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">interim WBC World flyweight title</a><br></td>",http://boxrec.com/show/46723,http://boxrec.com/boxer/4088,UD,"Prince Palace Hotel, Bangkok",Chatchai Sasakul,Ysaias Zamudio,W
super middleweight,http://boxrec.com/boxer/1984,1997-05-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/7748,http://boxrec.com/boxer/5000,MD,"Nynex Arena, Manchester, Lancashire",Robin Reid,Henry Wharton,W
bantamweight,http://boxrec.com/boxer/7247,1997-04-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/7739,http://boxrec.com/boxer/5745,KO,"Batong Beach Soccer Grounds, Phuket",Sirimongkhon Iamthuam,Javier Campanario,W
super bantamweight,http://boxrec.com/boxer/2000,1997-04-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/7713,http://boxrec.com/boxer/487,UD,"Prefectural Gymnasium, Osaka, Osaka",Daniel Zaragoza,Joichiro Tatsuyoshi,W
light flyweight,http://boxrec.com/boxer/1135,1997-04-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/7712,http://boxrec.com/boxer/2155,TKO,"Chaiyaphum Stadium, Chaiyaphum",Saman Sorjaturong,Julio Coronel,W
welterweight,http://boxrec.com/boxer/8253,1997-04-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/7709,http://boxrec.com/boxer/555,UD,"Thomas & Mack Center, Las Vegas, Nevada",Pernell Whitaker,Oscar De La Hoya,L 
minimumweight,http://boxrec.com/boxer/7209,1997-03-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/7691,http://boxrec.com/boxer/521,UD,"Hilton Hotel, Las Vegas, Nevada",Ricardo Lopez,Mongkol Charoen,W
super featherweight,http://boxrec.com/boxer/440,1997-03-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br></td>",http://boxrec.com/show/7681,http://boxrec.com/boxer/511,SD,"Memorial Coliseum, Corpus Christi, Texas",Genaro Hernandez,Azumah Nelson,W
light heavyweight,http://boxrec.com/boxer/774820,1997-03-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><span style=""font-size:10px;"">Griffin down once in rd 7; was struck after taking a knee in rd 9.</span></td>",http://boxrec.com/show/7676,http://boxrec.com/boxer/4966,DQ,"Taj Majal Hotel & Casino, Atlantic City, New Jersey",Montell Griffin,Roy Jones Jr,W
lightweight,http://boxrec.com/boxer/8454,1997-03-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/7639,http://boxrec.com/boxer/4968,SD,"Halle Georges Carpentier, Paris, Paris",Stevie Johnston,Jean-Baptiste Mendy,W
super flyweight,http://boxrec.com/boxer/1329,1997-02-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/7622,http://boxrec.com/boxer/1782,SD,"Kokugikan, Tokyo",Gerry Penalosa,Hiroshi Kawashima,W
bantamweight,http://boxrec.com/boxer/6983,1997-02-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/118682,http://boxrec.com/boxer/5745,UD,"Nakornpanom Stadium, Nakhon Phanom",Sirimongkhon Iamthuam,Jesus Sarabia,W
super middleweight,http://boxrec.com/boxer/7145,1997-02-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/7602,http://boxrec.com/boxer/5000,KO,"London Arena, Millwall, London",Robin Reid,Giovanni Pretorius,W
heavyweight,http://boxrec.com/boxer/451,1997-02-07,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">vacant WBC World heavyweight title</a><br></td>",http://boxrec.com/show/7598,http://boxrec.com/boxer/1853,TKO,"Hilton Hotel, Las Vegas, Nevada",Lennox Lewis,Oliver McCall,W
welterweight,http://boxrec.com/boxer/6093,1997-01-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/7576,http://boxrec.com/boxer/555,TKO,"Convention Center, Atlantic City, New Jersey",Pernell Whitaker,Diosbelys Hurtado,W
super lightweight,http://boxrec.com/boxer/8253,1997-01-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br></td>",http://boxrec.com/show/7566,http://boxrec.com/boxer/8258,UD,"Thomas & Mack Center, Las Vegas, Nevada",Miguel Angel Gonzalez,Oscar De La Hoya,L 
super bantamweight,http://boxrec.com/boxer/487,1997-01-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/7562,http://boxrec.com/boxer/4985,SD,"Hynes Convention Center, Boston, Massachusetts",Wayne McCullough,Daniel Zaragoza,L 
super welterweight,http://boxrec.com/boxer/5027,1997-01-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Middleweight"" border=""0"" class=""dLink"">IBF World super welterweight title</a><br></td>",http://boxrec.com/show/7555,http://boxrec.com/boxer/532,TKO,"Nashville Arena, Nashville, Tennessee",Terry Norris,Nick Rupa,W
light flyweight,http://boxrec.com/boxer/8245,1996-12-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/9095,http://boxrec.com/boxer/2155,UD,"Provincial Stadium, Chiang Rai",Saman Sorjaturong,Manuel Jesus Herrera,W
minimumweight,http://boxrec.com/boxer/13447,1996-12-07,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/7503,http://boxrec.com/boxer/521,TKO,"Fantasy Springs Casino, Indio, California",Ricardo Lopez,Myung-Sup Park,W
cruiserweight,http://boxrec.com/boxer/8274,1996-12-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">WBC World cruiserweight title</a><br></td>",http://boxrec.com/show/312428,http://boxrec.com/boxer/4174,TKO,"Ciudad Jardín, Buenos Aires",Marcelo Fabian Dominguez,Jose Arimatea da Silva,W
light heavyweight,http://boxrec.com/boxer/566,1996-11-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">interim WBC World light heavyweight title</a><br></td>",http://boxrec.com/show/7469,http://boxrec.com/boxer/774820,UD,"Ice Palace, Tampa, Florida",Roy Jones Jr,Mike McCallum,W
minimumweight,http://boxrec.com/boxer/7019,1996-11-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/7444,http://boxrec.com/boxer/521,TKO,"MGM Grand, Las Vegas, Nevada",Ricardo Lopez,Morgan Ndumo,W
featherweight,http://boxrec.com/boxer/6959,1996-11-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/7372,http://boxrec.com/boxer/460,TKO,"Marine Messe, Fukuoka, Fukuoka",Luisito Espinosa,Nobutoshi Hiranaka,W
middleweight,http://boxrec.com/boxer/3606,1996-10-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br></td>",http://boxrec.com/show/7404,http://boxrec.com/boxer/2046,TKO,"Show Place Arena, Upper Marlboro, Maryland",Keith Holmes,Richie Woodhall,W
light flyweight,http://boxrec.com/boxer/5571,1996-10-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/7415,http://boxrec.com/boxer/2155,TKO,"Bangplee Regional Stadium, Samut Prakan",Saman Sorjaturong,Alli Galvez,W
super middleweight,http://boxrec.com/boxer/5000,1996-10-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/7391,http://boxrec.com/boxer/1529,TKO,"Forum di Assago, Milan, Lombardia",Vincenzo Nardiello,Robin Reid,L 
super flyweight,http://boxrec.com/boxer/1170,1996-10-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/7392,http://boxrec.com/boxer/1329,TKO,"Kokugikan, Tokyo",Hiroshi Kawashima,Domingo Sosa,W
welterweight,http://boxrec.com/boxer/6757,1996-09-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/7350,http://boxrec.com/boxer/555,UD,"James Knight Convention Center, Miami, Florida",Pernell Whitaker,Wilfredo Rivera,W
super welterweight,http://boxrec.com/boxer/5894,1996-09-07,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Middleweight"" border=""0"" class=""dLink"">IBF World super welterweight title</a><br></td>",http://boxrec.com/show/7328,http://boxrec.com/boxer/532,TKO,"MGM Grand, Las Vegas, Nevada",Terry Norris,Alex Rios,W
flyweight,http://boxrec.com/boxer/1331,1996-08-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/7312,http://boxrec.com/boxer/3208,TKO,"Kokugikan, Tokyo",Yuri Arbachakov,Puma Toguchi,W
bantamweight,http://boxrec.com/boxer/8022,1996-08-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">interim WBC World bantamweight title</a><br></td>",http://boxrec.com/show/7283,http://boxrec.com/boxer/5745,TKO,"Soccer Stadium, Phitsanulok",Sirimongkhon Iamthuam,Jose Luis Bueno,W
light flyweight,http://boxrec.com/boxer/5390,1996-08-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/7283,http://boxrec.com/boxer/2155,TKO,"Soccer Stadium, Phitsanulok",Saman Sorjaturong,Shiro Yahiro,W
super bantamweight,http://boxrec.com/boxer/6886,1996-07-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/7262,http://boxrec.com/boxer/487,TKO,"Prefectural Gymnasium, Osaka, Osaka",Daniel Zaragoza,Tsuyoshi Harada,W
featherweight,http://boxrec.com/boxer/481,1996-07-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/7248,http://boxrec.com/boxer/460,UD,"Luneta Park, Manila, Metro Manila",Luisito Espinosa,Cesar Soto,W
super middleweight,http://boxrec.com/boxer/1529,1996-07-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/7244,http://boxrec.com/boxer/476,SD,"Nynex Arena, Manchester, Lancashire",Thulani Malinga,Vincenzo Nardiello,L 
cruiserweight,http://boxrec.com/boxer/4757,1996-07-05,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">WBC World cruiserweight title</a><br><span style=""font-size:10px;"">Corner retirement.</span></td>",http://boxrec.com/show/7243,http://boxrec.com/boxer/4174,TKO,"Espace 3000, Hyeres, Var",Marcelo Fabian Dominguez,Patrice Aouissi,W
minimumweight,http://boxrec.com/boxer/6867,1996-06-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/7237,http://boxrec.com/boxer/521,KO,"Fantasy Springs Casino, Indio, California",Ricardo Lopez,Kitichai Preecha,W
super lightweight,http://boxrec.com/boxer/8119,1996-06-07,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br></td>",http://boxrec.com/show/7189,http://boxrec.com/boxer/8253,TKO,"Caesars Palace, Las Vegas, Nevada",Oscar De La Hoya,Julio Cesar Chavez,W
super featherweight,http://boxrec.com/boxer/8418,1996-06-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br></td>",http://boxrec.com/show/7176,http://boxrec.com/boxer/440,TKO,"Boulder Station Hotel, Las Vegas, Nevada",Azumah Nelson,Jesse James Leija,W
super flyweight,http://boxrec.com/boxer/6782,1996-04-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/7106,http://boxrec.com/boxer/1329,UD,"Kokugikan, Tokyo",Hiroshi Kawashima,Cecilio Espino,W
light flyweight,http://boxrec.com/boxer/5059,1996-04-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br><span style=""font-size:10px;"">Gamboa down twice in Round 6.</span></td>",http://boxrec.com/show/64343,http://boxrec.com/boxer/2155,TKO,"Regional Stadium, Maha Sarakham",Saman Sorjaturong,Joma Gamboa,W
lightweight,http://boxrec.com/boxer/3950,1996-04-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">vacant WBC World lightweight title</a><br></td>",http://boxrec.com/show/7092,http://boxrec.com/boxer/8454,UD,"Palais Marcel Cerdan, Levallois-Perret, Hauts-de-Seine",Jean-Baptiste Mendy,Lamar Murphy,W
welterweight,http://boxrec.com/boxer/6757,1996-04-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/7072,http://boxrec.com/boxer/555,SD,"Atlantis Casino, Cupecoy Bay",Pernell Whitaker,Wilfredo Rivera,W
bantamweight,http://boxrec.com/boxer/8022,1996-03-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/9947,http://boxrec.com/boxer/4985,SD,"The Point, Dublin",Wayne McCullough,Jose Luis Bueno,W
heavyweight,http://boxrec.com/boxer/505,1996-03-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br></td>",http://boxrec.com/show/7017,http://boxrec.com/boxer/474,TKO,"MGM Grand, Las Vegas, Nevada",Mike Tyson,Frank Bruno,W
middleweight,http://boxrec.com/boxer/545,1996-03-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br></td>",http://boxrec.com/show/7017,http://boxrec.com/boxer/2046,TKO,"MGM Grand, Las Vegas, Nevada",Keith Holmes,Quincy Taylor,W
minimumweight,http://boxrec.com/boxer/1916,1996-03-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br><span style=""font-size:10px;"">Villamor down once in Round 8.</span></td>",http://boxrec.com/show/7017,http://boxrec.com/boxer/521,KO,"MGM Grand, Las Vegas, Nevada",Ricardo Lopez,Ala Villamor,W
super bantamweight,http://boxrec.com/boxer/2000,1996-03-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/269935,http://boxrec.com/boxer/487,TKO,"Arena, Yokohama, Kanagawa",Daniel Zaragoza,Joichiro Tatsuyoshi,W
super middleweight,http://boxrec.com/boxer/739,1996-03-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/6991,http://boxrec.com/boxer/476,SD,"Telewest Arena, Newcastle, Tyne and Wear",Thulani Malinga,Nigel Benn,W
